來路不明1,#genre#
纬来体育,http://211.72.65.236:8585/.m3u8
动物星球,http://211.72.65.236:8512/.m3u8
纬来日本,http://211.72.65.236:8537/.m3u8
中天,http://211.72.65.236:8526/.m3u8
中天新聞HD,http://211.72.65.236:8541/.m3u8
东森财经,http://211.72.65.236:8546/.m3u8
海峡卫视,http://211.72.65.236:8570/.m3u8
卫视电影,http://211.72.65.236:8578/.m3u8
卫视中文,http://211.72.65.236:8523/.m3u8
纬来,http://211.72.65.236:8518/.m3u8
三立湾,http://211.72.65.236:8521/.m3u8
东方37,http://211.72.65.236:8528/.m3u8
好莱坞电影,http://211.72.65.236:8554/.m3u8
TVBS新闻,http://211.72.65.236:8574/.m3u8CINEMAX,http://211.72.65.236:8559/.m3u8,http://211.72.65.236:8502/.m3u8
TVBS欢乐,http://211.72.65.236:8532/.m3u8
三立都会,http://211.72.65.236:8522/.m3u8
人间卫视,http://211.72.65.236:8506/.m3u8
人间卫视,http://37.27.111.214:8080/live/101/hls.m3u8
中天娱乐,http://211.72.65.236:8527/.m3u8
地理野生,http://211.72.65.236:8509/.m3u8
纬来育乐,http://211.72.65.236:8584/.m3u8
GOODTV好消息,http://211.72.65.236:8508/.m3u8TCL,http://211.72.65.236:8511/.m3u8
卫视西片,http://211.72.65.236:8583/.m3u8
东森超视,http://211.72.65.236:8525/.m3u8
东森幼幼,http://211.72.65.236:8515/.m3u8
东森,http://211.72.65.236:8524/.m3u8
纬来戏剧,http://211.72.65.236:8533/.m3u8
非凡商业,http://211.72.65.236:8545/.m3u8
八大戏剧,http://211.72.65.236:8531/.m3u8
湖南卫视,http://211.72.65.236:8573/.m3u8
八大,http://211.72.65.236:8520/.m3u8
八大第一,http://211.72.65.236:8519/.m3u8
亚洲旅游,http://211.72.65.236:8513/.m3u8STARWORD,http://211.72.65.236:8561/.m3u8
公视,http://211.72.65.236:8505/.m3u8
大爱,http://211.72.65.236:8507/.m3u8
HBO,http://211.72.65.236:8580/.m3u8
AXN,http://211.72.65.236:8582/.m3u
华视新闻,http://37.27.111.214:8080/live/8/hls.m3u8
寰宇新闻台湾,http://37.27.111.214:8080/live/63/hls.m3u8
寰宇新闻台湾,http://37.27.111.214:8080/live/63/hls.m3u8
寰宇财经新闻,http://37.27.111.214:8080/live/65/hls.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS欢乐台,http://37.27.111.214:8080/live/24/hls.m3u8
亚洲旅游台,http://37.27.111.214:8080/live/10/hls.m3u8
民视台湾,http://37.27.111.214:8080/live/5/hls.m3u8
民视第一,http://37.27.111.214:8080/live/4/hls.m3u8
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
国会频道2,http://37.27.111.214:8080/live/104/hls.m3u8
国会频道2,http://37.27.111.214:8080/live/104/hls.m3u8
中视经典,http://37.27.111.214:8080/live/47/hls.m3u8
三立综合台,http://37.27.111.214:8080/live/31/hls.m3u8
博斯高球1,http://37.27.111.214:8080/live/13/hls.m3u8
博斯运动1,http://37.27.111.214:8080/live/14/hls.m3u8
博斯无限,http://37.27.111.214:8080/live/15/hls.m3u8
博斯网球,http://37.27.111.214:8080/live/16/hls.m3u8
liveMTV,http://37.27.111.214:8080/live/25/hls.m3u8
幸福空间,http://37.27.111.214:8080/live/26/hls.m3u8
猪哥亮歌厅秀,http://37.27.111.214:8080/live/29/hls.m3u8
龍崋戏剧,http://37.27.111.214:8080/live/41/hls.m3u8
龍崋日韩,http://37.27.111.214:8080/live/42/hls.m3u8
中视采青,http://37.27.111.214:8080/live/48/hls.m3u8
东森购物,http://37.27.111.214:8080/live/61/hls.m3u8
东森购物2,http://37.27.111.214:8080/live/66/hls.m3u8
live互动英语,http://37.27.111.214:8080/live/54/hls.m3u8
生活英语台,http://37.27.111.214:8080/live/56/hls.m3u8
全球财经HD,http://37.27.111.214:8080/live/64/hls.m3u8
台湾综艺,http://37.27.111.214:8080/live/67/hls.m3u8
台湾旅游,http://37.27.111.214:8080/live/82/hls.m3u8
台湾影剧,http://37.27.111.214:8080/live/88/hls.m3u8
智林体育台,http://37.27.111.214:8080/live/77/hls.m3u8
ELTA生活旅游,http://37.27.111.214:8080/live/85/hls.m3u8
公视戏剧,http://37.27.111.214:8080/live/87/hls.m3u8
影迷纪宝台,http://37.27.111.214:8080/live/92/hls.m3u8
国会频道1,http://37.27.111.214:8080/live/103/hls.m3u8
尼克儿童频道,http://37.27.111.214:8080/live/12/hls.m3u8
尼克Jr儿童频道,http://37.27.111.214:8080/live/22/hls.m3u8
经典卡通台,http://37.27.111.214:8080/live/105/hls.m3u8
金光布袋戏,http://37.27.111.214:8080/live/93/hls.m3u8
经典卡通台2,http://37.27.111.214:8080/live/107/hls.m3u8
未知3,http://37.27.111.214:8080/live/109/hls.m3u8
赛车V+,http://37.27.111.214:8080/live/78/hls.m3u8
PetClubTV,http://37.27.111.214:8080/live/81/hls.m3u8
lovenature,http://37.27.111.214:8080/live/84/hls.m3u8
ROCK,http://37.27.111.214:8080/live/70/hls.m3u8
HQKKQTV,http://37.27.111.214:8080/live/1/hls.m3u8
tiTV,http://37.27.111.214:8080/live/2/hls.m3u8
MOMO,http://37.27.111.214:8080/live/3/hls.m3u8
HITS,http://37.27.111.214:8080/live/35/hls.m3u8
S6,http://37.27.111.214:8080/live/29/hls.m3u8
cinemaworld,http://37.27.111.214:8080/live/30/hls.m3u8
rpllor,http://37.27.111.214:8080/live/40/hls.m3u

來路不明3,#genre#
镜新闻,http://ali.hlspull.yximgs.com/live/tboxproexcvqqocvuoqxucfdexqpqqyxchvlqxqfeqhcelethqqdxw.flv
镜新闻,http://go.211jiaoyi.com/买源的微psbc0129.php?id=jxw
壹新闻,http://ali.hlspull.yximgs.com/live/tboxpromqfoyqvqsdvbnweqtquqqxqcvfqqsqfhfqddqqlhtbchyxw.flv
非凡新闻,http://ali.hlspull.yximgs.com/live/tboxprosqtnfqqoqdcbfcxvqfuuqqweqqqsqyuhhdqsqhqynffxw.flv
非凡新闻,http://go.211jiaoyi.com/买源的微psbc0129.php?id=feifanxinwen
三立新闻,http://ali.hlspull.yximgs.com/live/tboxprohmcyoywqqubqdfqfvchtquqxcqxvcbsqfsdxcbmqsllivexw.flv
东森新闻,http://ali.hlspull.yximgs.com/live/tboxpromhqttuqqcvbyquoqdqqeqywefqqfbxfbxxvbqqqlqqhqsxw.flv
年代新闻,http://ali.hlspull.yximgs.com/live/tboxprooqevdyscvbudloqlnsfqewtqudvbbqxfqnqlvcqdqdnqxw.flv
年代新闻,http://go.211jiaoyi.com/买源的微psbc0129.php?id=52
中天新闻,http://ali.hlspull.yximgs.com/live/tboxpropqqtvvqqqyquuqqfvbscvqdqtwqfsqqsqqqcvuyqemqeqtxw.flv
寰宇新闻,http://ali.hlspull.yximgs.com/live/tboxprophxehmffquxcxqveqeqyhmnqqxqqhqdhnqbnxfdqfhyxw.flv
台视新闻,http://ali.hlspull.yximgs.com/live/tboxproncqqtqqudtqlqcvbcvntqqqsfwetqfvcbcxvdqbqfflvcqtsxw.flv
中视新闻,http://ali.hlspull.yximgs.com/live/tboxpropnvqydstudqbsqcvbfqqqsqfqsqwetymqldhduqocnqsxw.flv
民事新闻台,http://ali.hlspull.yximgs.com/live/tboxprocnbvqfhdquqqvcbnqftuqscxqfqeqyhqqvqfmsxw.flv
民视综艺,http://go.211jiaoyi.com/买源的微psbc0129.php?id=minyi
中视菁采,http://go.211jiaoyi.com/买源的微psbc0129.php?id=13
中天亚洲,http://go.211jiaoyi.com/买源的微psbc0129.php?id=zhongtianyazhou
靖天综合,http://go.211jiaoyi.com/买源的微psbc0129.php?id=jingtianzonghe
靖天欢乐,http://go.211jiaoyi.com/买源的微psbc0129.php?id=8
靖天欢乐,http://go.211jiaoyi.com/买源的微psbc0129.php?id=8
靖天国际,http://go.211jiaoyi.com/买源的微psbc0129.php?id=3
靖天国际,http://go.211jiaoyi.com/买源的微psbc0129.php?id=3
靖天日本,http://go.211jiaoyi.com/买源的微psbc0129.php?id=jtrb
ArirangTV,http://go.211jiaoyi.com/买源的微psbc0129.php?id=all
BloombergTV,http://go.211jiaoyi.com/买源的微psbc0129.php?id=bloo
华视新闻,http://go.211jiaoyi.com/买源的微psbc0129.php?id=huashixinwen
靖天资讯,http://go.211jiaoyi.com/买源的微psbc0129.php?id=jingtianzixun
寰宇新闻台湾,http://go.211jiaoyi.com/买源的微psbc0129.php?id=huanyuxinwentaiwan
台视财经,http://go.211jiaoyi.com/买源的微psbc0129.php?id=taishicaijing
台湾戏剧,http://go.211jiaoyi.com/买源的微psbc0129.php?id=taiwanxiju
东森财经新闻,http://go.211jiaoyi.com/买源的微psbc0129.php?id=dongsencaijingxinwen
非凡商业,http://go.211jiaoyi.com/买源的微psbc0129.php?id=feifanshangye
CNBC财经台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=cnbc
VOA美国之音,http://go.211jiaoyi.com/买源的微psbc0129.php?id=voa
DW德国之声,http://go.211jiaoyi.com/买源的微psbc0129.php?id=dw
SBN全球财经,http://go.211jiaoyi.com/买源的微psbc0129.php?id=sbn
第一商业,http://go.211jiaoyi.com/买源的微psbc0129.php?id=dysy
民视影剧,http://go.211jiaoyi.com/买源的微psbc0129.php?id=msyj
民视旅游,http://go.211jiaoyi.com/买源的微psbc0129.php?id=msly
中视经典,http://go.211jiaoyi.com/买源的微psbc0129.php?id=zsjd
靖天戏剧,http://go.211jiaoyi.com/买源的微psbc0129.php?id=31
靖天映畫台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=jtyh
靖天电影,http://go.211jiaoyi.com/买源的微psbc0129.php?id=38
龙华戏剧,http://go.211jiaoyi.com/买源的微psbc0129.php?id=28
龙华经典,http://go.211jiaoyi.com/买源的微psbc0129.php?id=lhjd
龙华电影,http://go.211jiaoyi.com/买源的微psbc0129.php?id=39
靖洋戏剧,http://go.211jiaoyi.com/买源的微psbc0129.php?id=30
TVBS台剧,http://go.211jiaoyi.com/买源的微psbc0129.php?id=taiju
影迷数位纪实,http://go.211jiaoyi.com/买源的微psbc0129.php?id=ymswjs
影迷数位电影,http://go.211jiaoyi.com/买源的微psbc0129.php?id=35
东森电影,http://go.211jiaoyi.com/买源的微psbc0129.php?id=dsdy
AMC电影,http://go.211jiaoyi.com/买源的微psbc0129.php?id=amc
CATCHPLAY电影台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=37
我的欧洲电影,http://go.211jiaoyi.com/买源的微psbc0129.php?id=ozdy
公视戏剧,http://go.211jiaoyi.com/买源的微psbc0129.php?id=27
采昌影剧,http://go.211jiaoyi.com/买源的微psbc0129.php?id=40
電影原聲台CMusic,http://go.211jiaoyi.com/买源的微psbc0129.php?id=dyys
花系列经典剧场,http://go.211jiaoyi.com/买源的微psbc0129.php?id=jdjc
Histv,http://go.211jiaoyi.com/买源的微psbc0129.php?id=histv
金光布袋,http://go.211jiaoyi.com/买源的微psbc0129.php?id=jgbd
ELTA生活英語,http://go.211jiaoyi.com/买源的微psbc0129.php?id=shyy
ELTV娱乐,http://go.211jiaoyi.com/买源的微psbc0129.php?id=yule
LiveABC互動英語台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=abc
Globetrotter環遊旅行家,http://go.211jiaoyi.com/买源的微psbc0129.php?id=hqlxj
LUXEtv,http://go.211jiaoyi.com/买源的微psbc0129.php?id=luxe
PetClubTV,http://go.211jiaoyi.com/买源的微psbc0129.php?id=pet
TV5MONDEStyle,http://go.211jiaoyi.com/买源的微psbc0129.php?id=tv5
車迷TV,http://go.211jiaoyi.com/买源的微psbc0129.php?id=chemi
幸福居家生活,http://go.211jiaoyi.com/买源的微psbc0129.php?id=xfkj
靖天育乐,http://go.211jiaoyi.com/买源的微psbc0129.php?id=25
龙华偶像,http://go.211jiaoyi.com/买源的微psbc0129.php?id=45
龙华日韩,http://go.211jiaoyi.com/买源的微psbc0129.php?id=44
TVBS综艺,http://go.211jiaoyi.com/买源的微psbc0129.php?id=14
TVBS欢乐,http://go.211jiaoyi.com/买源的微psbc0129.php?id=9
TVBS精彩,http://go.211jiaoyi.com/买源的微psbc0129.php?id=10
八大精彩,http://go.211jiaoyi.com/买源的微psbc0129.php?id=12
八大综艺,http://go.211jiaoyi.com/买源的微psbc0129.php?id=11
Lifetime娛樂頻道,http://go.211jiaoyi.com/买源的微psbc0129.php?id=life
古典音乐,http://go.211jiaoyi.com/买源的微psbc0129.php?id=gdyy
猪哥亮哥秀,http://go.211jiaoyi.com/买源的微psbc0129.php?id=zgx
i-Fun動漫台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=aifang
儿童卡通,http://go.211jiaoyi.com/买源的微psbc0129.php?id=etkt
靖天卡通,http://go.211jiaoyi.com/买源的微psbc0129.php?id=jtkt
靖洋卡通,http://go.211jiaoyi.com/买源的微psbc0129.php?id=jykt
MOMO亲子,http://go.211jiaoyi.com/买源的微psbc0129.php?id=42
精选动漫,http://go.211jiaoyi.com/买源的微psbc0129.php?id=jxdm
达文西频道,http://go.211jiaoyi.com/买源的微psbc0129.php?id=dwx
Nickelodeon,http://go.211jiaoyi.com/买源的微psbc0129.php?id=nick
NickJr.兒童頻道,http://go.211jiaoyi.com/买源的微psbc0129.php?id=nick2
梦工厂动画,http://go.211jiaoyi.com/买源的微psbc0129.php?id=mgcdh
东森呦呦,http://go.211jiaoyi.com/买源的微psbc0129.php?id=47
龙华卡通,http://go.211jiaoyi.com/买源的微psbc0129.php?id=lhkt
History歷史頻道,http://go.211jiaoyi.com/买源的微psbc0129.php?id=lspd
CI罪案偵查頻道,http://go.211jiaoyi.com/买源的微psbc0129.php?id=zazc
原住居民电视台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=yzjm
ELTA生活旅遊,http://go.211jiaoyi.com/买源的微psbc0129.php?id=shly
客家电视台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=kjds
滾動力Rollor,http://go.211jiaoyi.com/买源的微psbc0129.php?id=ygdl
RockAction,http://go.211jiaoyi.com/买源的微psbc0129.php?id=rock
MTVLiveHD音樂頻道,http://go.211jiaoyi.com/买源的微psbc0129.php?id=mtv
RockEntertainment,http://go.211jiaoyi.com/买源的微psbc0129.php?id=rock1
东森购物一台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=dsgw
东森购物二台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=dsgw2
东森购物三台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=dsgw3
东森购物四台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=dsgw4
博斯运动1,http://go.211jiaoyi.com/买源的微psbc0129.php?id=19
博斯运动2,http://go.211jiaoyi.com/买源的微psbc0129.php?id=20
博斯无限,http://go.211jiaoyi.com/买源的微psbc0129.php?id=22
博斯无限2,http://go.211jiaoyi.com/买源的微psbc0129.php?id=23
博斯高球1,http://go.211jiaoyi.com/买源的微psbc0129.php?id=17
博斯高球2,http://go.211jiaoyi.com/买源的微psbc0129.php?id=18
博斯网球,http://go.211jiaoyi.com/买源的微psbc0129.php?id=21
GINXEsportsTV,http://go.211jiaoyi.com/买源的微psbc0129.php?id=ginxtv
时尚运动X,http://go.211jiaoyi.com/买源的微psbc0129.php?id=24
智林体育,http://go.211jiaoyi.com/买源的微psbc0129.php?id=zlty
Fox新闻,http://go.211jiaoyi.com/买源的微psbc0129.php?id=fox
TechStorm,http://go.211jiaoyi.com/买源的微psbc0129.php?id=tech
HGTV,http://go.211jiaoyi.com/买源的微psbc0129.php?id=hgtv
GOshop,http://go.211jiaoyi.com/买源的微psbc0129.php?id=goshop
华艺综合台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=hyzht
TLC,http://go.211jiaoyi.com/买源的微psbc0129.php?id=tlc
Dmax,http://go.211jiaoyi.com/买源的微psbc0129.php?id=2
Discovery,http://go.211jiaoyi.com/买源的微psbc0129.php?id=dis
CinemaWorld,http://go.211jiaoyi.com/买源的微psbc0129.php?id=cine
Fun探索娛樂台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=tsyl
Smart知识台,http://go.211jiaoyi.com/买源的微psbc0129.php?id=smart
視納華仁紀實頻道,http://go.211jiaoyi.com/买源的微psbc0129.php?id=nshr
TraceUrban,http://go.211jiaoyi.com/买源的微psbc0129.php?id=trace2
好消息,http://go.211jiaoyi.com/买源的微psbc0129.php?id=hxx
国会频道1,http://go.211jiaoyi.com/买源的微psbc0129.php?id=guohui
国会频道2,http://go.211jiaoyi.com/买源的微psbc0129.php?id=guohui2
大爱电视,http://go.211jiaoyi.com/买源的微psbc0129.php?id=dads
