台灣,#genre#
民视新闻,http://sg5.jdiptv.cc/live/ftvxw.m3u8?kdstime=1737445296&kdssign=9b6ca6f9eb77a7a8b553c7254e3a1ae6
民视影剧,http://ar-ca2.jdiptv.cc/live/ftvyj.m3u8?kdstime=1737435546&kdssign=3b5ed6b82a9532d1cd947c484af31d5e
民视影剧,http://ar-ca2.jdiptv.cc/live/ftvyj.m3u8?kdstime=1737450165&kdssign=55a89e0f4354ba4f9fdfb77997f0bc06
台视,http://sg6.jdiptv.cc/live/ttv.m3u8?kdstime=1737433164&kdssign=674118c0333c2adbfe262085ad8376c3
台视,http://sg6.jdiptv.cc/live/ttv.m3u8?kdstime=1737445375&kdssign=34d77e9047774f3d8054452ed13cde5c
台视,http://sg6.jdiptv.cc/live/ttv.m3u8?kdstime=1737448614&kdssign=f84744e4de5bb1baa2d50c8312c9a370
台视新闻台,http://sg4.jdiptv.cc/live/ttvxw.m3u8?kdstime=1737435648&kdssign=e6a0c3ef6b44112f1337b0e2da937e3e
台视新闻台,http://sg4.jdiptv.cc/live/ttvxw.m3u8?kdstime=1737445521&kdssign=ba68a78ca52bb16c735e91c46285359b
台视综合,http://sg5.jdiptv.cc/live/ttvzh.m3u8?kdstime=1737435681&kdssign=05aa9d94b465a950aa3e2b1afd645d47
台视综合,http://sg5.jdiptv.cc/live/ttvzh.m3u8?kdstime=1737445591&kdssign=0b3009606182b10510325fc84396035c
中视,http://sg6.jdiptv.cc/live/ctv.m3u8?kdstime=1737433195&kdssign=6a0ced34bf001001a9d1d80864afb049
中视,http://sg6.jdiptv.cc/live/ctv.m3u8?kdstime=1737445717&kdssign=6be1b01140ffa16d499015da740ff534
中视,http://sg6.jdiptv.cc/live/ctv.m3u8?kdstime=1737448693&kdssign=596da9d20fe7e73f836ad13d76d862e4
华视,http://sg6.jdiptv.cc/live/cts.m3u8?kdstime=1737433013&kdssign=ae27c6cc8db77dede144c596c08c6423
华视,http://sg6.jdiptv.cc/live/cts.m3u8?kdstime=1737445750&kdssign=9b8fe87d39aaf0b3d10fec09e4f28b26
华视,http://sg6.jdiptv.cc/live/cts.m3u8?kdstime=1737448370&kdssign=e164ef597430b76ab93b693b4d96fc43
华视新闻,http://sg6.jdiptv.cc/live/ctsxw.m3u8?kdstime=1737435765&kdssign=d87b212b199c333b5cc0ee17592a0191
华视新闻,http://sg6.jdiptv.cc/live/ctsxw.m3u8?kdstime=1737445828&kdssign=d495a4f860a757fa7f4e078bff094674
寰宇新闻,http://sg2.jdiptv.cc/live/hyxw.m3u8?kdstime=1737436188&kdssign=137fb75cdfa2e263fc6299a8f4945c2d
寰宇新闻,http://sg2.jdiptv.cc/live/hyxw.m3u8?kdstime=1737445962&kdssign=39c4620febf492cdf9830f817e438282
寰宇新闻台湾,http://cc-us2.jdiptv.cc/live/hyxwtw.m3u8?kdstime=1737436331&kdssign=4fea213392532a3ff947a823b2083525
寰宇新闻台湾,http://cc-us2.jdiptv.cc/live/hyxwtw.m3u8?kdstime=1737450266&kdssign=c2a4f98121528ef283300d1304c8b9ed
年代新闻,http://cc-us2.jdiptv.cc/live/ndxw.m3u8?kdstime=1737436605&kdssign=6d0dbe04ae00744dce7d84b07f6a57f3
年代新闻,http://cc-us2.jdiptv.cc/live/ndxw.m3u8?kdstime=1737450325&kdssign=7135dd6ae6501bdee732f59acfc9a9a1
年代MUCH,http://co-sg2.jdiptv.cc/live/ndmuch.m3u8?kdstime=1737436680&kdssign=14ecbe6eaf2d584972d55d5ae8ab9d9d
年代MUCH,http://co-sg2.jdiptv.cc/live/ndmuch.m3u8?kdstime=1737450373&kdssign=aec1fab77656ab0e2d3d99d0491c8151
ELTA影剧,http://ar-ca1.jdiptv.cc/live/eltayj.m3u8?kdstime=1737437301&kdssign=86db1665258e60f856fd98b152b28e48
ELTA影剧,http://ar-ca1.jdiptv.cc/live/eltayj.m3u8?kdstime=1737450447&kdssign=54f2e85a6c9aaee749b9533d574b2884
ELTA综合,http://fr-us2.jdiptv.cc/live/eltazh.m3u8?kdstime=1737437196&kdssign=f4cdb388114b9889aa36ce7464593966
ELTA综合,http://fr-us2.jdiptv.cc/live/eltazh.m3u8?kdstime=1737450520&kdssign=9e89785304008e22c6b315886b139070
东森戏剧,http://fr-us3.jdiptv.cc/live/dsxj.m3u8?kdstime=1737433477&kdssign=ea8de49756c27442ab419fa65042576a
东森戏剧,http://fr-us3.jdiptv.cc/live/dsxj.m3u8?kdstime=1737433477&kdssign=ea8de49756c27442ab419fa65042576a
东森洋片,http://fr-us3.jdiptv.cc/live/dsyp.m3u8?kdstime=1737433549&kdssign=c35e87dabf6b3dc85f2e7075d50743af
东森洋片,http://fr-us3.jdiptv.cc/live/dsyp.m3u8?kdstime=1737450591&kdssign=8acb9ce5578a14aa858c4f595a3fdc01
东森综合,http://fr-us2.jdiptv.cc/live/dszh.m3u8?kdstime=1737433589&kdssign=50d644e980236aa6a096bef38715485f
东森综合,http://fr-us2.jdiptv.cc/live/dszh.m3u8?kdstime=1737450639&kdssign=5f52d8d15e58143b4541b11640d849fa
东森亚洲新闻,http://fr-us1.jdiptv.cc/live/dsyzxw.m3u8?kdstime=1737446207&kdssign=908d56f765afd29b7ad865b4cbf20339
东森亚洲新闻,http://fr-us1.jdiptv.cc/live/dsyzxw.m3u8?kdstime=1737433623&kdssign=a8655d28a0194f5fb950d899bf16aafe
东森电影,http://fr-us3.jdiptv.cc/live/dsdy.m3u8?kdstime=1737433427&kdssign=416985ca059a814ad31f35a12b0217cc
东森电影,http://fr-us3.jdiptv.cc/live/dsdy.m3u8?kdstime=1737450697&kdssign=d8fe96622d0887ad8766910568845af3
纬来戏剧,http://jp1.jdiptv.cc/live/wlxj.m3u8?kdstime=1737436865&kdssign=18b6513b4f444e8aee58d454db62f510
纬来戏剧,http://jp1.jdiptv.cc/live/wlxj.m3u8?kdstime=1737450807&kdssign=822dd7aabbb4e8aecd2cc1c42810a57a
纬来电影,http://sg7.jdiptv.cc/live/wldy.m3u8?kdstime=1737446337&kdssign=0be14dfc7253396e2d7f115b53472de1
纬来电影,http://sg7.jdiptv.cc/live/wldy.m3u8?kdstime=1737450870&kdssign=c6cfe2c29b1506d37c276f59ed564384
纬来综合,http://jp1.jdiptv.cc/live/wlzh.m3u8?kdstime=1737436908&kdssign=811741a96b5b65ceaae201f2a4f69c02
纬来综合,http://jp1.jdiptv.cc/live/wlzh.m3u8?kdstime=1737450922&kdssign=a76a647d60dda88d7a2486479a955fb5
非凡新闻,http://fr-us4.jdiptv.cc/live/ffxw.m3u8?kdstime=1737433680&kdssign=916861d6844d49d9893d2f5a1a2fcaf1
非凡新闻,http://fr-us4.jdiptv.cc/live/ffxw.m3u8?kdstime=1737451033&kdssign=ace6ecbd266473242a51a7e8c32fb4a3
龙祥时代,http://sg7.jdiptv.cc/live/lxsd.m3u8?kdstime=1737446435&kdssign=3ef287e11e4534a46027d054813f2917
龙祥时代,http://sg7.jdiptv.cc/live/lxsd.m3u8?kdstime=1737451122&kdssign=613d99d5fd4ccd23388aac989d1b7b85
龙华偶像,http://fr-us1.jdiptv.cc/live/lhox.m3u8?kdstime=1737437084&kdssign=5038c63b8a2c2886302b1ba74bea7766
龙华偶像,http://fr-us1.jdiptv.cc/live/lhox.m3u8?kdstime=1737451197&kdssign=bb6729071bce68768638902d7598c622
龙华戏剧,http://sg2.jdiptv.cc/live/lhxj.m3u8?kdstime=1737437115&kdssign=6ee085c3197cef8d2761b1e2f856cad2
龙华戏剧,http://sg2.jdiptv.cc/live/lhxj.m3u8?kdstime=1737446603&kdssign=ee32b7cb5134ea696b5d28b004cbd4fb
龙华洋片,http://sg6.jdiptv.cc/live/lhyp.m3u8?kdstime=1737437146&kdssign=33520ceb9e899d9d6b7abf9c5f161838
龙华洋片,http://sg6.jdiptv.cc/live/lhyp.m3u8?kdstime=1737446644&kdssign=2664fd6e59f5b0b9937a5b624b658f3e
龙华电影,http://fr-us2.jdiptv.cc/live/lxsdgj.m3u8?kdstime=1737437873&kdssign=ac6ecdbfbdf23f09f91457ed539a69c3
龙华电影,http://sg2.jdiptv.cc/live/lhdy.m3u8?kdstime=1737451265&kdssign=86eabdd717e2e2daa4e4fe0c1f822e06
AMC,http://fr-us4.jdiptv.cc/live/amcdy.m3u8?kdstime=1737438189&kdssign=ba106d5713450bcde1def7ac0daf66f4
AMC,http://fr-us4.jdiptv.cc/live/amcdy.m3u8?kdstime=1737449420&kdssign=31a9c6a861a9a6f9337278fe81269c9b
AXN,http://al-hk1.jdiptv.cc/live/axn.m3u8?kdstime=1737438301&kdssign=a4da22b7352b348691e3dadb0744e440
AXN,http://al-hk1.jdiptv.cc/live/axn.m3u8?kdstime=1737449335&kdssign=7f8a849db9f43e5fefa7af1af431549e
霹雳,http://fr-us3.jdiptv.cc/live/pili.m3u8?kdstime=1737437510&kdssign=92e3f477cf61baae9faab10f25a0a8f8
霹雳,http://fr-us3.jdiptv.cc/live/pili.m3u8?kdstime=1737437510&kdssign=92e3f477cf61baae9faab10f25a0a8f8
TVBS,http://sg5.jdiptv.cc/live/tvbs.m3u8?kdstime=1737433714&kdssign=021edcc79edc85f4d187f26f5bf154be
TVBS,http://sg5.jdiptv.cc/live/tvbs.m3u8?kdstime=1737446724&kdssign=1696a38735b115ddf4f66bb29dacf789
TVBS新闻,http://sg5.jdiptv.cc/live/tvbsxw.m3u8?kdstime=1737433775&kdssign=f5d4324047830ac29d09399860af177c
TVBS新闻,http://sg5.jdiptv.cc/live/tvbsxw.m3u8?kdstime=1737446834&kdssign=e170332314dd2a4f79c02bf31fdefd9f
TVBS剧,http://cc-us3.jdiptv.cc/live/tvbstj.m3u8?kdstime=1737433802&kdssign=ae052a78d7843fff79f0b060e8def45e
TVBS剧,http://cc-us3.jdiptv.cc/live/tvbstj.m3u8?kdstime=1737451599&kdssign=cd57300b395b2a2540391b8fe21238c8
TVBS亚洲,http://al-us3.jdiptv.cc/live/tvbsyz.m3u8?kdstime=1737433860&kdssign=5296fd9bfefcfa44bf13f477f80bfe92
TVBS亚洲,http://al-us3.jdiptv.cc/live/tvbsyz.m3u8?kdstime=1737451648&kdssign=b486cdd371a70b689ef7d1c67df172b4
TVBS亚洲,http://al-us3.jdiptv.cc/live/tvbsyz.m3u8?kdstime=1737030712&kdssign=081aaee108c1103adb025326342d5388
TVBS综艺,http://cc-us3.jdiptv.cc/live/tvbszy.m3u8?kdstime=1737433918&kdssign=d1865a1d7633a9c95a535cecad7acc3a
TVBS综艺,http://cc-us3.jdiptv.cc/live/tvbszy.m3u8?kdstime=1737030784&kdssign=d9e69b09eabfab19a4e715bae03c0678
中视新闻,http://sg6.jdiptv.cc/live/ctvxw.m3u8?kdstime=1737447023&kdssign=902a5dfe2692ad71f617128d6477fbb6
中视新闻,http://sg6.jdiptv.cc/live/ctvxw.m3u8?kdstime=1737436160&kdssign=f4fa6599788d5a23786b4b970b035ddc
中视经典,http://kr1.jdiptv.cc/live/ctvjd.m3u8?kdstime=1737447097&kdssign=4fb3d10efa4672387f9cb3426c5167f6
中视经典,http://kr1.jdiptv.cc/live/ctvjd.m3u8?kdstime=1737436131&kdssign=e705509a517abefa6104e93443c4c9c9
中视精彩,http://kr1.jdiptv.cc/live/ctvjc.m3u8?kdstime=1737447184&kdssign=0388d8a07bd0c2df6e32696073090151
中视精彩,http://kr1.jdiptv.cc/live/ctvjc.m3u8?kdstime=1737436082&kdssign=4441bddea1fd4d64ddb5af008e89d402
壹新闻,http://al-us3.jdiptv.cc/live/yxw.m3u8?kdstime=1737436537&kdssign=b3caa780c3dc3130438bc98da0eeab52
壹新闻,http://al-us3.jdiptv.cc/live/yxw.m3u8?kdstime=1737451397&kdssign=de36328e85c87a8a6964db682d94aa85
非凡新闻,http://jp1.jdiptv.cc/live/ffxw.m3u8?kdstime=1737030300&kdssign=23c08a076f5cf56565c9839a7319e271
非凡新闻,http://fr-us4.jdiptv.cc/live/ffxw.m3u8?kdstime=1737447338&kdssign=3fa949dddc08e3a958eab243b7088ff5
靖天国际,http://cc-us1.jdiptv.cc/live/jtgj.m3u8?kdstime=1737436962&kdssign=492b53f776061efe7ddbcc3715f97c64
靖天国际,http://cc-us1.jdiptv.cc/live/jtgj.m3u8?kdstime=1737451524&kdssign=14eeb92efeb20e1077d68c6999d5d9c9
中天新聞,http://220.133.220.232:8580/http/220.130.214.23:8088/hls/78/80/ch63max.m3u8
TVBS新聞,http://220.133.220.232:8575/http/220.130.214.23:8088/hls/75/817/ch59.m3u8
TVBS,http://220.133.220.232:8576/http/220.130.214.23:8088/hls/75/817/ch58.m3u8
寰宇新聞,http://220.133.220.232:8548/http/220.130.214.23:8088/hls/76/818/ch62.m3u8
東森新聞,http://220.133.220.232:8541/http/220.130.214.23:8088/hls/63/805/ch10.m3u8
民視新聞,http://220.133.220.232:8543/http/220.130.214.23:8088/hls/85/80/FtvNews4max.m3u8
三立新聞,http://220.133.220.232:8544/http/220.130.214.23:8088/hls/65/807/ch18.m3u8
台視,http://220.133.220.232:8502/http/220.130.214.23:8088/hls/86/80/Ttv4max.m3u8
中視,http://220.133.220.232:8503/http/220.130.214.23:8088/hls/88/80/Ctv4max.m3u8
華視,http://220.133.220.232:8504/http/220.130.214.23:8088/hls/89/80/Cts4max.m3u8
民視,http://220.133.220.232:8505/http/220.130.214.23:8088/hls/85/80/Ftv4max.m3u8
公視,http://220.133.220.232:8506/http/220.130.214.23:8088/hls/87/80/Pts4max.m3u8
人間衛視,http://220.133.220.232:8507/http/220.130.214.23:8088/hls/69/811/ch36.m3u8
大愛電視,http://220.133.220.232:8508/http/220.130.214.23:8088/hls/73/815/ch52.m3u8
好消息,http://220.133.220.232:8509/http/220.130.214.23:8088/hls/74/816/ch53.m3u8
Trace Sport Stars,http://220.133.220.232:8510/http/220.130.214.23:8092/upload/212/TraceS_TS-1111_1.m3u8
DISCOVERY,http://220.133.220.232:8511/http/220.130.214.23:8088/hls/71/813/ch44.m3u8
旅遊生活,http://220.133.220.232:8512/http/220.130.214.23:8088/hls/70/812/ch38.m3u8
動物星球,http://220.133.220.232:8513/http/220.130.214.23:8088/hls/70/812/ch37.m3u8
亞洲旅遊,http://220.133.220.232:8514/http/220.130.214.23:8088/hls/76/818/ch61.m3u8
MOMO親子,http://220.133.220.232:8535/http/220.130.87.218:8081/hls/90/80/momo4max.m3u8
東森幼幼,http://220.133.220.232:8516/http/220.130.214.23:8088/hls/63/805/ch09.m3u8
龍華卡通,http://220.133.220.232:8521/http/220.130.87.218:8068/hls/14/80/cstv14.m3u8
緯來綜合,http://220.133.220.232:8519/http/220.130.214.23:8088/hls/68/810/ch32.m3u8
八大第一,http://220.133.220.232:8520/http/220.130.214.23:8088/hls/66/808/ch22.m3u8
八大綜合,http://220.133.220.232:8501/http/220.130.214.23:8088/hls/66/808/ch21.m3u8
三立台灣,http://220.133.220.232:8522/http/220.130.214.23:8088/hls/65/807/ch20.m3u8
三立都會,http://220.133.220.232:8523/http/220.130.214.23:8088/hls/65/807/ch19.m3u8
韓國娛樂,http://220.133.220.232:8524/http/220.130.214.23:8092/upload/116/KMTV_TS-1111_1.m3u8
東森綜合,http://220.133.220.232:8525/http/220.130.214.23:8088/hls/63/805/ch12.m3u8
超視,http://220.133.220.232:8526/http/220.130.214.23:8088/hls/64/806/ch14.m3u8
中天綜合,http://220.133.220.232:8527/http/220.130.214.23:8088/hls/67/809/ch25.m3u8
中天娛樂,http://220.133.220.232:8528/http/220.130.214.23:8088/hls/67/809/ch26.m3u8
東風衛視,http://220.133.220.232:8529/http/220.130.214.23:8088/hls/68/810/ch31.m3u8
MUCH TV,http://220.133.220.232:8530/http/220.130.214.23:8088/hls/72/814/ch45.m3u8
東森戲劇,http://220.133.220.232:8531/http/220.130.87.218:8081/hls/64/806/ch13.m3u8
八大戲劇,http://220.133.220.232:8532/http/220.130.87.218:8081/hls/66/808/ch23.m3u8
TVBS歡樂,http://220.133.220.232:8533/http/220.130.87.218:8081/hls/65/807/ch17.m3u8
緯來戲劇,http://220.133.220.232:8534/http/220.130.87.218:8081/hls/69/811/ch33.m3u8
龍華戲劇台,http://220.133.220.232:8579/http/220.130.87.218:8068/hls/13/80/cstv13.m3u8
龍華日韓劇,http://220.133.220.232:8581/http/220.130.87.218:8068/hls/12/80/cstv12.m3u8
龍華偶像劇,http://220.133.220.232:8582/http/220.130.87.218:8068/hls/11/80/cstv11.m3u8
緯來日本,http://220.133.220.232:8538/http/220.130.214.23:8088/hls/69/811/ch34.m3u8
Taiwan Plus,http://220.133.220.232:8539/http/220.130.214.23:8088/hls/87/80/PtsTaiwanPlus4max.m3u8
非凡商業,http://220.133.220.232:8546/http/220.130.214.23:8088/hls/74/816/ch56.m3u8
東森財經,http://220.133.220.232:8547/http/220.130.214.23:8088/hls/63/805/ch11.m3u8
Bloomberg News,http://220.133.220.232:8552/http/220.130.87.218:8078/hls/43/80/bloomber.m3u8
NHK世界,http://220.133.220.232:8553/http/220.130.214.23:8088/hls/62/804/ch06.m3u8
鏡新聞,http://220.133.220.232:8554/http/220.130.214.23:8092/upload/114/MNEWS_TS-1111_1.m3u8
好萊塢電影,http://220.133.220.232:8555/http/220.130.214.23:8088/hls/74/816/ch55.m3u8
緯來電影,http://220.133.220.232:8556/http/220.130.214.23:8088/hls/69/811/ch35.m3u8
龍華電影,http://220.133.220.232:8583/http/220.130.87.218:8068/hls/10/80/cstv10.m3u8
HBO,http://220.133.220.232:8558/http/220.130.214.23:8088/hls/71/813/ch41.m3u8
AXN,http://220.133.220.232:8559/http/220.130.214.23:8088/hls/71/813/ch43.m3u8
CINEMAX ,http://220.133.220.232:8560/http/220.130.214.23:8088/hls/71/813/ch42.m3u8
AMC電影,http://220.133.220.232:8561/http/220.130.214.23:8092/upload/115/AMC_TS-1111_1.m3u8
寵物頻道,http://220.133.220.232:8562/http/220.130.214.23:8078/hls/40/80/pettv.m3u8
緯來育樂,http://220.133.220.232:8563/http/220.130.214.23:8088/hls/68/810/ch30.m3u8
緯來體育,http://220.133.220.232:8564/http/220.130.214.23:8088/hls/67/809/ch28.m3u8
博斯運動一,http://220.133.220.232:8584/http/220.130.87.218:8068/hls/15/80/cstv15.m3u8
momo綜合台,http://220.133.220.232:8566/http/220.130.214.23:8088/hls/76/818/momo_max.m3u8
DAZN 1,http://220.133.220.232:8567/http/220.130.87.218:8078/hls/25/80/esport.m3u8
DAZN 2,http://220.133.220.232:8568/http/220.130.87.218:8078/hls/26/80/esport2.m3u8
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
香港,#genre#
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
美亚电影,http://co-sg3.jdiptv.cc/live/xgmydygy.m3u8
中国电影,http://co-sg3.jdiptv.cc/live/zgdy.m3u8
Thrill,http://co-sg3.jdiptv.cc/live/thrill.m3u8
香港卫视,http://co-sg3.jdiptv.cc/live/zgdy.m3u8
凤凰中文,http://61.163.58.154:1321/ms/IPTV.php?id=123
凤凰资讯,http://61.163.58.154:1321/ms/IPTV.php?id=124
凤凰香港,http://61.163.58.154:1321/ms/IPTV.php?id=125
翡翠,http://61.163.58.154:1321/ms/IPTV.php?id=126
无线赛马,http://61.163.58.154:1321/ms/IPTV.php?id=127
无线赛马,http://61.163.58.154:1321/ms/IPTV.php?id=128
无线赛马,http://61.163.58.154:1321/ms/IPTV.php?id=129
NOW新闻,http://61.163.58.154:1321/ms/IPTV.php?id=130
NOW,http://61.163.58.154:1321/ms/IPTV.php?id=131
NOW财经,http://61.163.58.154:1321/ms/IPTV.php?id=132
NOW星影,http://61.163.58.154:1321/ms/IPTV.php?id=133
NOW星影,http://61.163.58.154:1321/ms/IPTV.php?id=134
NOW爆谷,http://61.163.58.154:1321/ms/IPTV.php?id=135
NOW爆谷,http://61.163.58.154:1321/ms/IPTV.php?id=136
NOW华剧,http://61.163.58.154:1321/ms/IPTV.php?id=137
NOW剧集,http://61.163.58.154:1321/ms/IPTV.php?id=138
NOW紫金国际,http://61.163.58.154:1321/ms/IPTV.php?id=139
NOWSportsPrime,http://61.163.58.154:1321/ms/IPTV.php?id=140
NOWSports,http://61.163.58.154:1321/ms/IPTV.php?id=141
NOWSportsPlus,http://61.163.58.154:1321/ms/IPTV.php?id=142
NOWNBA,http://61.163.58.154:1321/ms/IPTV.php?id=143
HOY76,http://61.163.58.154:1321/ms/IPTV.php?id=144
HOY77,http://61.163.58.154:1321/ms/IPTV.php?id=145
HOY78,http://61.163.58.154:1321/ms/IPTV.php?id=146
VIVTV,http://61.163.58.154:1321/ms/IPTV.php?id=147
VIVTV6,http://61.163.58.154:1321/ms/IPTV.php?id=148
